DateTime;time_t;rawT;T
2025-01-21 16:45;1737474338;20.19;20.19
2025-01-21 16:46;1737474398;20.19;20.19
2025-01-21 16:47;1737474458;20.16;20.16
2025-01-21 16:48;1737474518;20.12;20.12
2025-01-21 16:49;1737474578;20.12;20.12
2025-01-21 16:50;1737474638;20.09;20.09
2025-01-21 16:51;1737474698;20.12;20.12
2025-01-21 16:52;1737474758;20.09;20.09
2025-01-21 16:53;1737474818;20.05;20.05
2025-01-21 16:54;1737474878;19.98;19.98
2025-01-21 16:55;1737474938;19.98;19.98
2025-01-21 16:56;1737474998;20.02;20.02
2025-01-21 16:57;1737475058;19.98;19.98
2025-01-21 16:58;1737475118;19.95;19.95
2025-01-21 16:59;1737475178;19.95;19.95
2025-01-21 17:00;1737475238;19.91;19.91
2025-01-21 17:01;1737475298;19.95;19.95
2025-01-21 17:02;1737475358;19.88;19.88
2025-01-21 17:03;1737475418;19.88;19.88
2025-01-21 17:04;1737475478;19.88;19.88
2025-01-21 17:05;1737475538;19.85;19.85
2025-01-21 17:06;1737475598;19.85;19.85
2025-01-21 17:07;1737475658;19.81;19.81
2025-01-21 17:08;1737475718;19.81;19.81
2025-01-21 17:09;1737475778;19.78;19.78
2025-01-21 17:10;1737475838;19.78;19.78
2025-01-21 17:11;1737475898;19.78;19.78
2025-01-21 17:12;1737475958;19.78;19.78
2025-01-21 17:13;1737476018;19.71;19.71
2025-01-21 17:14;1737476078;19.71;19.71
2025-01-21 17:15;1737476138;19.71;19.71
2025-01-21 17:16;1737476198;19.71;19.71
2025-01-21 17:17;1737476258;19.67;19.67
2025-01-21 17:18;1737476318;19.71;19.71
2025-01-21 17:19;1737476378;19.64;19.64
2025-01-21 17:20;1737476438;19.64;19.64
2025-01-21 17:21;1737476498;19.64;19.64
2025-01-21 17:22;1737476558;19.64;19.64
2025-01-21 17:23;1737476618;19.64;19.64
2025-01-21 17:24;1737476678;19.6;19.6
2025-01-21 17:25;1737476738;19.6;19.6
2025-01-21 17:26;1737476798;19.6;19.6
2025-01-21 17:27;1737476858;19.57;19.57
2025-01-21 17:28;1737476918;19.57;19.57
2025-01-21 17:29;1737476978;19.57;19.57
2025-01-21 17:30;1737477038;19.54;19.54
2025-01-21 17:31;1737477098;19.54;19.54
2025-01-21 17:32;1737477158;19.54;19.54
2025-01-21 17:33;1737477218;19.5;19.5
2025-01-21 17:34;1737477278;19.5;19.5
2025-01-21 17:35;1737477338;19.47;19.47
2025-01-21 17:36;1737477398;19.5;19.5
2025-01-21 17:37;1737477458;19.47;19.47
2025-01-21 17:38;1737477518;19.43;19.43
2025-01-21 17:39;1737477578;19.43;19.43
2025-01-21 17:40;1737477638;19.43;19.43
2025-01-21 17:41;1737477698;19.43;19.43
2025-01-21 17:42;1737477758;19.43;19.43
2025-01-21 17:43;1737477818;19.43;19.43
2025-01-21 17:44;1737477878;19.4;19.4
2025-01-21 17:45;1737477938;19.43;19.43
2025-01-21 17:46;1737477998;19.4;19.4
2025-01-21 17:47;1737478058;19.4;19.4
2025-01-21 17:48;1737478118;19.43;19.43
2025-01-21 17:49;1737478178;19.4;19.4
2025-01-21 17:50;1737478238;19.36;19.36
2025-01-21 17:51;1737478298;19.36;19.36
2025-01-21 17:52;1737478358;19.4;19.4
2025-01-21 17:53;1737478418;19.4;19.4
2025-01-21 17:54;1737478478;19.4;19.4
2025-01-21 17:55;1737478538;19.36;19.36
2025-01-21 17:56;1737478598;19.4;19.4
2025-01-21 17:57;1737478658;19.4;19.4
2025-01-21 17:58;1737478718;19.43;19.43
2025-01-21 17:59;1737478778;19.95;19.95
2025-01-21 18:00;1737478838;19.81;19.81
2025-01-21 18:01;1737478898;19.98;19.98
2025-01-21 18:02;1737478958;20.12;20.12
2025-01-21 18:03;1737479018;20.19;20.19
2025-01-21 18:04;1737479078;20.33;20.33
2025-01-21 18:05;1737479100;20.36;20.36
2025-01-21 18:06;1737479160;20.33;20.33
2025-01-21 18:07;1737479220;20.33;20.33
2025-01-21 18:08;1737479280;20.26;20.26
2025-01-21 18:09;1737479340;20.26;20.26
2025-01-21 18:10;1737479400;20.26;20.26
2025-01-21 18:11;1737479460;20.26;20.26
2025-01-21 18:12;1737479520;20.22;20.22
2025-01-21 18:13;1737479580;20.22;20.22
2025-01-21 18:14;1737479640;20.16;20.16
2025-01-21 18:15;1737479700;20.09;20.09
2025-01-21 18:16;1737479760;20.05;20.05
2025-01-21 18:17;1737479820;20.02;20.02
2025-01-21 18:18;1737479880;19.98;19.98
2025-01-21 18:19;1737479940;19.98;19.98
2025-01-21 18:20;1737480000;19.95;19.95
2025-01-21 18:21;1737480060;19.88;19.88
2025-01-21 18:22;1737480120;19.88;19.88
2025-01-21 18:23;1737480180;19.81;19.81
2025-01-21 18:24;1737480240;19.78;19.78
2025-01-21 18:25;1737480300;19.78;19.78
2025-01-21 18:26;1737480360;19.74;19.74
2025-01-21 18:27;1737480420;19.71;19.71
2025-01-21 18:28;1737480480;19.67;19.67
2025-01-21 18:29;1737480540;19.67;19.67
2025-01-21 18:30;1737480600;19.6;19.6
2025-01-21 18:31;1737480660;19.6;19.6
2025-01-21 18:32;1737480720;19.57;19.57
2025-01-21 18:33;1737480780;19.54;19.54
2025-01-21 18:34;1737480840;19.57;19.57
2025-01-21 18:35;1737480900;17.45;19.54
2025-01-21 18:36;1737480960;17.45;19.54
2025-01-21 18:37;1737481020;17.45;19.54
2025-01-21 18:38;1737481080;17.45;19.54
2025-01-21 18:39;1737481140;17.38;19.47
2025-01-21 18:40;1737481200;17.42;19.5
2025-01-21 18:41;1737481260;17.42;19.5
2025-01-21 18:42;1737481320;17.42;19.5
2025-01-21 18:43;1737481380;17.42;19.5
2025-01-21 18:44;1737481440;17.42;19.5
2025-01-21 18:45;1737481500;17.38;19.47
2025-01-21 18:46;1737481560;17.35;19.43
2025-01-21 18:47;1737481620;17.38;19.47
2025-01-21 18:48;1737481680;17.32;19.4
2025-01-21 18:49;1737481740;17.28;19.36
2025-01-21 18:50;1737481800;17.28;19.36
2025-01-21 18:50;1737481800;17.25;19.33
2025-01-21 18:50;1737481800;17.25;19.33
2025-01-21 18:51;1737481860;17.25;19.33
2025-01-21 18:52;1737481920;17.25;19.33
2025-01-21 18:53;1737481980;17.21;19.29
2025-01-21 18:54;1737482040;17.18;19.26
2025-01-21 18:55;1737482100;17.18;19.26
2025-01-21 18:56;1737482160;17.18;19.26
2025-01-21 18:57;1737482220;17.15;19.22
2025-01-21 18:58;1737482280;17.15;19.22
2025-01-21 18:59;1737482340;17.11;19.19
2025-01-21 19:00;1737482400;17.11;19.19
2025-01-21 19:01;1737482460;17.08;19.16
2025-01-21 19:02;1737482520;17.08;19.16
2025-01-21 19:03;1737482580;17.08;19.16
2025-01-21 19:04;1737482640;17.05;19.12
2025-01-21 19:05;1737482700;17.05;19.12
2025-01-21 19:06;1737482760;17.01;19.09
2025-01-21 19:07;1737482820;17.01;19.09
2025-01-21 19:08;1737482880;17.01;19.09
2025-01-21 19:09;1737482940;17.01;19.09
2025-01-21 19:10;1737483000;17.01;19.09
2025-01-21 19:11;1737483060;16.98;19.05
2025-01-21 19:12;1737483120;16.98;19.05
2025-01-21 19:13;1737483180;16.98;19.05
2025-01-21 19:14;1737483240;16.98;19.05
2025-01-21 19:15;1737483300;16.94;19.02
2025-01-21 19:16;1737483360;16.98;19.05
2025-01-21 19:17;1737483420;16.98;19.05
2025-01-21 19:18;1737483480;16.94;19.02
2025-01-21 19:19;1737483540;16.94;19.02
2025-01-21 19:20;1737483600;16.94;19.02
2025-01-21 19:21;1737483660;16.91;18.98
2025-01-21 19:22;1737483720;16.91;18.98
2025-01-21 19:23;1737483780;16.91;18.98
2025-01-21 19:24;1737483840;16.91;18.98
2025-01-21 19:25;1737483900;16.91;18.98
2025-01-21 19:26;1737483960;16.91;18.98
2025-01-21 19:27;1737484020;16.91;18.98
2025-01-21 19:28;1737484080;16.91;18.98
2025-01-21 19:29;1737484140;16.88;18.95
2025-01-21 19:30;1737484200;16.84;18.91
2025-01-21 19:31;1737484260;16.88;18.95
2025-01-21 19:32;1737484320;16.88;18.95
2025-01-21 19:33;1737484380;16.88;18.95
2025-01-21 19:34;1737484440;16.84;18.91
2025-01-21 19:35;1737484500;16.84;18.91
2025-01-21 19:36;1737484560;16.84;18.91
2025-01-21 19:37;1737484620;16.84;18.91
2025-01-21 19:38;1737484680;16.88;18.95
2025-01-21 19:39;1737484740;16.84;18.91
2025-01-21 19:40;1737484800;16.88;18.95
2025-01-21 19:41;1737484860;16.84;18.91
2025-01-21 19:42;1737484920;16.88;18.95
2025-01-21 19:43;1737484980;16.88;18.95
2025-01-21 19:44;1737485040;16.91;18.98
2025-01-21 19:45;1737485100;16.91;18.98
2025-01-21 19:46;1737485160;16.91;18.98
2025-01-21 19:47;1737485220;16.94;19.02
2025-01-21 19:48;1737485280;16.91;18.98
2025-01-21 19:49;1737485340;16.98;19.05
2025-01-21 19:50;1737485400;17.01;19.09
2025-01-21 19:51;1737485460;17.15;19.22
2025-01-21 19:52;1737485520;17.49;19.57
2025-01-21 19:53;1737485580;17.92;20.02
2025-01-21 19:54;1737485640;18.64;20.74
2025-01-21 19:55;1737485700;18.53;20.64
2025-01-21 19:56;1737485760;18.4;20.5
2025-01-21 19:57;1737485820;18.3;20.4
2025-01-21 19:58;1737485880;18.23;20.33
2025-01-21 19:59;1737485940;18.16;20.26
2025-01-21 20:00;1737486000;18.06;20.16
2025-01-21 20:01;1737486060;18.03;20.12
2025-01-21 20:02;1737486120;17.96;20.05
2025-01-21 20:03;1737486180;17.89;19.98
2025-01-21 20:04;1737486240;17.86;19.95
2025-01-21 20:05;1737486300;17.82;19.91
2025-01-21 20:06;1737486360;17.76;19.85
2025-01-21 20:07;1737486420;17.69;19.78
2025-01-21 20:08;1737486480;17.69;19.78
2025-01-21 20:09;1737486540;17.65;19.74
2025-01-21 20:10;1737486600;17.62;19.71
2025-01-21 20:11;1737486660;17.59;19.67
2025-01-21 20:12;1737486720;17.59;19.67
2025-01-21 20:13;1737486780;17.55;19.64
2025-01-21 20:14;1737486840;17.55;19.64
2025-01-21 20:15;1737486900;17.72;19.81
2025-01-21 20:16;1737486960;17.82;19.91
2025-01-21 20:17;1737487020;17.96;20.05
2025-01-21 20:18;1737487080;17.99;20.09
2025-01-21 20:19;1737487140;17.99;20.09
2025-01-21 20:20;1737487200;17.99;20.09
2025-01-21 20:21;1737487260;18.03;20.12
2025-01-21 20:22;1737487320;18.2;20.29
2025-01-21 20:23;1737487380;18.2;20.29
2025-01-21 20:24;1737487440;18.3;20.4
2025-01-21 20:25;1737487500;18.47;20.57
2025-01-21 20:26;1737487560;18.67;20.78
2025-01-21 20:27;1737487620;18.94;21.05
2025-01-21 20:28;1737487680;19.24;21.36
2025-01-21 20:29;1737487740;19.52;21.64
2025-01-21 20:30;1737487800;19.79;21.91
2025-01-21 20:31;1737487860;20.02;22.16
2025-01-21 20:32;1737487920;20.23;22.36
2025-01-21 20:33;1737487980;20.56;22.71
2025-01-21 20:34;1737488040;20.77;22.92
2025-01-21 20:35;1737488100;21.11;23.26
2025-01-21 20:36;1737488160;21.45;23.61
2025-01-21 20:37;1737488220;21.68;23.85
2025-01-21 20:38;1737488280;21.82;23.99
2025-01-21 20:39;1737488340;21.92;24.09
2025-01-21 20:40;1737488400;22.02;24.19
2025-01-21 20:41;1737488460;22.06;24.23
2025-01-21 20:42;1737488520;22.19;24.37
2025-01-21 20:43;1737488580;22.36;24.54
2025-01-21 20:44;1737488640;22.46;24.64
2025-01-21 20:45;1737488700;22.6;24.78
2025-01-21 20:46;1737488760;22.7;24.88
2025-01-21 20:47;1737488820;22.83;25.02
2025-01-21 20:48;1737488880;22.9;25.09
2025-01-21 20:49;1737488940;22.83;25.02
2025-01-21 20:50;1737489000;22.83;25.02
2025-01-21 20:51;1737489060;22.8;24.99
2025-01-21 20:52;1737489120;22.77;24.95
2025-01-21 20:53;1737489180;22.77;24.95
2025-01-21 20:54;1737489240;22.77;24.95
2025-01-21 20:55;1737489300;22.7;24.88
2025-01-21 20:56;1737489360;22.77;24.95
2025-01-21 20:57;1737489420;22.7;24.88
2025-01-21 20:58;1737489480;22.73;24.92
2025-01-21 20:59;1737489540;22.73;24.92
2025-01-21 21:00;1737489600;22.73;24.92
2025-01-21 21:01;1737489660;22.73;24.92
2025-01-21 21:02;1737489720;22.8;24.99
2025-01-21 21:03;1737489780;22.83;25.02
2025-01-21 21:04;1737489840;22.87;25.06
2025-01-21 21:05;1737489900;22.83;25.02
2025-01-21 21:06;1737489960;22.77;24.95
2025-01-21 21:07;1737490020;22.8;24.99
2025-01-21 21:08;1737490080;22.73;24.92
2025-01-21 21:09;1737490140;22.73;24.92
2025-01-21 21:10;1737490200;22.67;24.85
2025-01-21 21:11;1737490260;22.6;24.78
2025-01-21 21:12;1737490320;22.56;24.75
2025-01-21 21:13;1737490380;22.46;24.64
2025-01-21 21:14;1737490440;22.39;24.57
2025-01-21 21:15;1737490500;22.33;24.5
2025-01-21 21:16;1737490560;22.22;24.4
2025-01-21 21:17;1737490620;22.12;24.3
2025-01-21 21:18;1737490680;22.06;24.23
2025-01-21 21:19;1737490740;21.95;24.12
2025-01-21 21:20;1737490800;21.85;24.02
2025-01-21 21:21;1737490860;21.78;23.95
2025-01-21 21:22;1737490920;21.75;23.92
2025-01-21 21:23;1737490980;21.65;23.81
2025-01-21 21:24;1737491040;21.55;23.71
2025-01-21 21:25;1737491100;21.45;23.61
2025-01-21 21:26;1737491160;21.38;23.54
2025-01-21 21:27;1737491220;21.31;23.47
2025-01-21 21:28;1737491280;21.24;23.4
2025-01-21 21:29;1737491340;21.17;23.33
2025-01-21 21:30;1737491400;21.11;23.26
2025-01-21 21:31;1737491460;21.04;23.19
2025-01-21 21:32;1737491520;21.01;23.16
2025-01-21 21:33;1737491580;20.94;23.09
2025-01-21 21:34;1737491640;20.87;23.02
2025-01-21 21:35;1737491700;20.87;23.02
2025-01-21 21:36;1737491760;20.77;22.92
2025-01-21 21:37;1737491820;20.73;22.88
2025-01-21 21:38;1737491880;20.67;22.81
2025-01-21 21:39;1737491940;20.63;22.78
2025-01-21 21:40;1737492000;20.6;22.74
2025-01-21 21:41;1737492060;20.53;22.67
2025-01-21 21:42;1737492120;20.46;22.61
2025-01-21 21:43;1737492180;20.43;22.57
2025-01-21 21:44;1737492240;20.33;22.47
2025-01-21 21:45;1737492300;20.29;22.43
2025-01-21 21:46;1737492360;20.23;22.36
2025-01-21 21:47;1737492420;20.19;22.33
2025-01-21 21:48;1737492480;20.12;22.26
2025-01-21 21:49;1737492540;20.09;22.23
2025-01-21 21:50;1737492600;20.06;22.19
2025-01-21 21:51;1737492660;19.96;22.09
2025-01-21 21:52;1737492720;19.92;22.05
2025-01-21 21:53;1737492780;19.89;22.02
2025-01-21 21:54;1737492840;19.89;22.02
2025-01-21 21:55;1737492900;19.82;21.95
2025-01-21 21:56;1737492960;19.79;21.91
2025-01-21 21:57;1737493020;19.72;21.85
2025-01-21 21:58;1737493080;19.72;21.85
2025-01-21 21:59;1737493140;19.62;21.74
2025-01-21 22:00;1737493200;19.62;21.74
2025-01-21 22:01;1737493260;19.58;21.71
2025-01-21 22:02;1737493320;19.55;21.67
2025-01-21 22:03;1737493380;19.52;21.64
2025-01-21 22:04;1737493440;19.48;21.6
2025-01-21 22:05;1737493500;19.41;21.54
2025-01-21 22:06;1737493560;19.38;21.5
2025-01-21 22:07;1737493620;19.38;21.5
2025-01-21 22:08;1737493680;19.35;21.47
2025-01-21 22:09;1737493740;19.31;21.43
2025-01-21 22:10;1737493800;19.28;21.4
2025-01-21 22:11;1737493860;19.24;21.36
2025-01-21 22:12;1737493920;19.21;21.33
2025-01-21 22:13;1737493980;19.18;21.29
2025-01-21 22:14;1737494040;19.14;21.26
2025-01-21 22:15;1737494100;19.11;21.22
2025-01-21 22:16;1737494160;19.08;21.19
2025-01-21 22:17;1737494220;19.04;21.16
2025-01-21 22:18;1737494280;19.04;21.16
2025-01-21 22:19;1737494340;19.01;21.12
2025-01-21 22:20;1737494400;18.97;21.09
2025-01-21 22:21;1737494460;18.94;21.05
2025-01-21 22:22;1737494520;18.87;20.98
2025-01-21 22:23;1737494580;18.84;20.95
2025-01-21 22:24;1737494640;18.8;20.91
2025-01-21 22:25;1737494700;18.8;20.91
2025-01-21 22:26;1737494760;18.74;20.85
2025-01-21 22:27;1737494820;18.74;20.85
2025-01-21 22:28;1737494880;18.7;20.81
2025-01-21 22:29;1737494940;18.67;20.78
2025-01-21 22:30;1737495000;18.64;20.74
2025-01-21 22:31;1737495060;18.64;20.74
2025-01-21 22:32;1737495120;18.6;20.71
2025-01-21 22:33;1737495180;18.57;20.67
2025-01-21 22:34;1737495240;18.57;20.67
2025-01-21 22:35;1737495300;18.53;20.64
2025-01-21 22:36;1737495360;18.57;20.67
2025-01-21 22:37;1737495420;18.5;20.6
2025-01-21 22:38;1737495480;18.5;20.6
2025-01-21 22:39;1737495540;18.47;20.57
2025-01-21 22:40;1737495600;18.43;20.54
2025-01-21 22:41;1737495660;18.43;20.54
2025-01-21 22:42;1737495720;18.43;20.54
2025-01-21 22:43;1737495780;18.4;20.5
2025-01-21 22:44;1737495840;18.4;20.5
2025-01-21 22:45;1737495900;18.33;20.43
2025-01-21 22:46;1737495960;18.36;20.47
2025-01-21 22:47;1737496020;18.33;20.43
2025-01-21 22:48;1737496080;18.36;20.47
2025-01-21 22:49;1737496140;18.33;20.43
2025-01-21 22:50;1737496200;18.33;20.43
2025-01-21 22:51;1737496260;18.33;20.43
2025-01-21 22:52;1737496320;18.33;20.43
2025-01-21 22:53;1737496380;18.3;20.4
2025-01-21 22:54;1737496440;18.3;20.4
2025-01-21 22:55;1737496500;18.3;20.4
2025-01-21 22:56;1737496560;18.26;20.36
2025-01-21 22:57;1737496620;18.3;20.4
2025-01-21 22:58;1737496680;18.26;20.36
2025-01-21 22:59;1737496740;18.26;20.36
2025-01-21 23:00;1737496800;18.23;20.33
2025-01-21 23:01;1737496860;18.23;20.33
2025-01-21 23:02;1737496920;18.23;20.33
2025-01-21 23:03;1737496980;18.2;20.29
2025-01-21 23:04;1737497040;18.2;20.29
2025-01-21 23:05;1737497100;18.16;20.26
2025-01-21 23:06;1737497160;18.2;20.29
2025-01-21 23:07;1737497220;18.16;20.26
2025-01-21 23:08;1737497280;18.16;20.26
2025-01-21 23:09;1737497340;18.13;20.22
2025-01-21 23:10;1737497400;18.13;20.22
2025-01-21 23:11;1737497460;18.09;20.19
2025-01-21 23:12;1737497520;18.09;20.19
2025-01-21 23:13;1737497580;18.09;20.19
2025-01-21 23:14;1737497640;18.09;20.19
2025-01-21 23:15;1737497700;18.06;20.16
2025-01-21 23:16;1737497760;18.03;20.12
2025-01-21 23:17;1737497820;18.03;20.12
2025-01-21 23:18;1737497880;17.99;20.09
2025-01-21 23:19;1737497940;17.99;20.09
2025-01-21 23:20;1737498000;17.96;20.05
2025-01-21 23:21;1737498060;17.96;20.05
2025-01-21 23:22;1737498120;17.92;20.02
2025-01-21 23:23;1737498180;17.92;20.02
2025-01-21 23:24;1737498240;17.89;19.98
2025-01-21 23:25;1737498300;17.86;19.95
2025-01-21 23:26;1737498360;17.82;19.91
2025-01-21 23:27;1737498420;17.82;19.91
2025-01-21 23:28;1737498480;17.82;19.91
2025-01-21 23:29;1737498540;17.82;19.91
2025-01-21 23:30;1737498600;17.76;19.85
2025-01-21 23:31;1737498660;17.76;19.85
2025-01-21 23:32;1737498720;17.76;19.85
2025-01-21 23:33;1737498780;17.76;19.85
2025-01-21 23:34;1737498840;17.72;19.81
2025-01-21 23:35;1737498900;17.72;19.81
2025-01-21 23:36;1737498960;17.72;19.81
2025-01-21 23:37;1737499020;17.72;19.81
2025-01-21 23:38;1737499080;17.69;19.78
2025-01-21 23:39;1737499140;17.65;19.74
2025-01-21 23:40;1737499200;17.69;19.78
2025-01-21 23:41;1737499260;17.65;19.74
2025-01-21 23:42;1737499320;17.65;19.74
2025-01-21 23:43;1737499380;17.65;19.74
2025-01-21 23:44;1737499440;17.62;19.71
2025-01-21 23:45;1737499500;17.62;19.71
2025-01-21 23:46;1737499560;17.59;19.67
2025-01-21 23:47;1737499620;17.59;19.67
2025-01-21 23:48;1737499680;17.59;19.67
2025-01-21 23:49;1737499740;17.59;19.67
2025-01-21 23:50;1737499800;17.55;19.64
2025-01-21 23:51;1737499860;17.55;19.64
2025-01-21 23:52;1737499920;17.52;19.6
2025-01-21 23:53;1737499980;17.52;19.6
2025-01-21 23:54;1737500040;17.52;19.6
2025-01-21 23:55;1737500100;17.49;19.57
2025-01-21 23:56;1737500160;17.45;19.54
2025-01-21 23:57;1737500220;17.49;19.57
2025-01-21 23:58;1737500280;17.45;19.54
2025-01-21 23:59;1737500340;17.45;19.54
2025-01-22 00:00;1737500400;17.45;19.54
2025-01-22 00:01;1737500460;17.45;19.54
2025-01-22 00:02;1737500520;17.42;19.5
2025-01-22 00:03;1737500580;17.42;19.5
2025-01-22 00:04;1737500640;17.42;19.5
2025-01-22 00:05;1737500700;17.38;19.47
2025-01-22 00:06;1737500760;17.38;19.47
2025-01-22 00:07;1737500820;17.38;19.47
2025-01-22 00:08;1737500880;17.35;19.43
2025-01-22 00:09;1737500940;17.35;19.43
2025-01-22 00:10;1737501000;17.35;19.43
2025-01-22 00:11;1737501060;17.32;19.4
2025-01-22 00:12;1737501120;17.32;19.4
2025-01-22 00:13;1737501180;17.32;19.4
2025-01-22 00:14;1737501240;17.32;19.4
2025-01-22 00:15;1737501300;17.32;19.4
2025-01-22 00:16;1737501360;17.32;19.4
2025-01-22 00:17;1737501420;17.32;19.4
2025-01-22 00:18;1737501480;17.28;19.36
2025-01-22 00:19;1737501540;17.28;19.36
2025-01-22 00:20;1737501600;17.25;19.33
2025-01-22 00:21;1737501660;17.25;19.33
2025-01-22 00:22;1737501720;17.25;19.33
2025-01-22 00:23;1737501780;17.25;19.33
2025-01-22 00:24;1737501840;17.21;19.29
2025-01-22 00:25;1737501900;17.25;19.33
2025-01-22 00:26;1737501960;17.21;19.29
2025-01-22 00:27;1737502020;17.21;19.29
2025-01-22 00:28;1737502080;17.21;19.29
2025-01-22 00:29;1737502140;17.18;19.26
2025-01-22 00:30;1737502200;17.21;19.29
2025-01-22 00:31;1737502260;17.18;19.26
2025-01-22 00:32;1737502320;17.18;19.26
2025-01-22 00:33;1737502380;17.15;19.22
2025-01-22 00:34;1737502440;17.15;19.22
2025-01-22 00:35;1737502500;17.15;19.22
2025-01-22 00:36;1737502560;17.15;19.22
2025-01-22 00:37;1737502620;17.11;19.19
2025-01-22 00:38;1737502680;17.15;19.22
2025-01-22 00:39;1737502740;17.15;19.22
2025-01-22 00:40;1737502800;17.11;19.19
2025-01-22 00:41;1737502860;17.08;19.16
2025-01-22 00:42;1737502920;17.11;19.19
2025-01-22 00:43;1737502980;17.11;19.19
2025-01-22 00:44;1737503040;17.11;19.19
2025-01-22 00:45;1737503100;17.05;19.12
2025-01-22 00:46;1737503160;17.08;19.16
2025-01-22 00:47;1737503220;17.05;19.12
2025-01-22 00:48;1737503280;17.05;19.12
2025-01-22 00:49;1737503340;17.05;19.12
2025-01-22 00:50;1737503400;17.05;19.12
2025-01-22 00:51;1737503460;17.01;19.09
2025-01-22 00:52;1737503520;17.01;19.09
2025-01-22 00:53;1737503580;17.05;19.12
2025-01-22 00:54;1737503640;17.01;19.09
2025-01-22 00:55;1737503700;17.01;19.09
2025-01-22 00:56;1737503760;17.01;19.09
2025-01-22 00:57;1737503820;17.01;19.09
2025-01-22 00:58;1737503880;16.98;19.05
2025-01-22 00:59;1737503940;16.98;19.05
2025-01-22 01:00;1737504000;16.94;19.02
2025-01-22 01:01;1737504060;16.98;19.05
2025-01-22 01:02;1737504120;16.94;19.02
2025-01-22 01:03;1737504180;16.91;18.98
2025-01-22 01:04;1737504240;16.94;19.02
2025-01-22 01:05;1737504300;16.94;19.02
2025-01-22 01:06;1737504360;16.91;18.98
2025-01-22 01:07;1737504420;16.91;18.98
2025-01-22 01:08;1737504480;16.88;18.95
2025-01-22 01:09;1737504540;16.88;18.95
2025-01-22 01:10;1737504600;16.88;18.95
2025-01-22 01:11;1737504660;16.88;18.95
2025-01-22 01:12;1737504720;16.88;18.95
2025-01-22 01:13;1737504780;16.84;18.91
2025-01-22 01:14;1737504840;16.84;18.91
2025-01-22 01:15;1737504900;16.84;18.91
2025-01-22 01:16;1737504960;16.84;18.91
2025-01-22 01:17;1737505020;16.81;18.88
2025-01-22 01:18;1737505080;16.81;18.88
2025-01-22 01:19;1737505140;16.81;18.88
2025-01-22 01:20;1737505200;16.81;18.88
2025-01-22 01:21;1737505260;16.81;18.88
2025-01-22 01:22;1737505320;16.77;18.85
2025-01-22 01:23;1737505380;16.77;18.85
2025-01-22 01:24;1737505440;16.77;18.85
